filename,category,label,full_path
pi (1355).jpg,pituitary,3,D:\.FyP New Vesion\dataset\pituitary\pi (1355).jpg
gl (782).jpg,glioma,0,D:\.FyP New Vesion\dataset\glioma\gl (782).jpg
no (450).jpg,notumor,2,D:\.FyP New Vesion\dataset\notumor\no (450).jpg
me (440).jpg,meningioma,1,D:\.FyP New Vesion\dataset\meningioma\me (440).jpg
no (1329).jpg,notumor,2,D:\.FyP New Vesion\dataset\notumor\no (1329).jpg
me (687).jpg,meningioma,1,D:\.FyP New Vesion\dataset\meningioma\me (687).jpg
pi (1380).jpg,pituitary,3,D:\.FyP New Vesion\dataset\pituitary\pi (1380).jpg
gl (1209).jpg,glioma,0,D:\.FyP New Vesion\dataset\glioma\gl (1209).jpg
no (1217).jpg,notumor,2,D:\.FyP New Vesion\dataset\notumor\no (1217).jpg
pi (1423).jpg,pituitary,3,D:\.FyP New Vesion\dataset\pituitary\pi (1423).jpg
gl (391).jpg,glioma,0,D:\.FyP New Vesion\dataset\glioma\gl (391).jpg
me (474).jpg,meningioma,1,D:\.FyP New Vesion\dataset\meningioma\me (474).jpg
pi (783).jpg,pituitary,3,D:\.FyP New Vesion\dataset\pituitary\pi (783).jpg
no (34).jpg,notumor,2,D:\.FyP New Vesion\dataset\notumor\no (34).jpg
no (397).jpg,notumor,2,D:\.FyP New Vesion\dataset\notumor\no (397).jpg
me (848).jpg,meningioma,1,D:\.FyP New Vesion\dataset\meningioma\me (848).jpg
pi (534).jpg,pituitary,3,D:\.FyP New Vesion\dataset\pituitary\pi (534).jpg
me (1072).jpg,meningioma,1,D:\.FyP New Vesion\dataset\meningioma\me (1072).jpg
me (1186).jpg,meningioma,1,D:\.FyP New Vesion\dataset\meningioma\me (1186).jpg
gl (703).jpg,glioma,0,D:\.FyP New Vesion\dataset\glioma\gl (703).jpg
no (1390).jpg,notumor,2,D:\.FyP New Vesion\dataset\notumor\no (1390).jpg
no (562).jpg,notumor,2,D:\.FyP New Vesion\dataset\notumor\no (562).jpg
gl (1320).jpg,glioma,0,D:\.FyP New Vesion\dataset\glioma\gl (1320).jpg
gl (1175).jpg,glioma,0,D:\.FyP New Vesion\dataset\glioma\gl (1175).jpg
me (1470).jpg,meningioma,1,D:\.FyP New Vesion\dataset\meningioma\me (1470).jpg
no (1411).jpg,notumor,2,D:\.FyP New Vesion\dataset\notumor\no (1411).jpg
no (1251).jpg,notumor,2,D:\.FyP New Vesion\dataset\notumor\no (1251).jpg
no (77).jpg,notumor,2,D:\.FyP New Vesion\dataset\notumor\no (77).jpg
gl (525).jpg,glioma,0,D:\.FyP New Vesion\dataset\glioma\gl (525).jpg
me (1429).jpg,meningioma,1,D:\.FyP New Vesion\dataset\meningioma\me (1429).jpg
pi (464).jpg,pituitary,3,D:\.FyP New Vesion\dataset\pituitary\pi (464).jpg
pi (1161).jpg,pituitary,3,D:\.FyP New Vesion\dataset\pituitary\pi (1161).jpg
gl (1579).jpg,glioma,0,D:\.FyP New Vesion\dataset\glioma\gl (1579).jpg
gl (914).jpg,glioma,0,D:\.FyP New Vesion\dataset\glioma\gl (914).jpg
gl (1487).jpg,glioma,0,D:\.FyP New Vesion\dataset\glioma\gl (1487).jpg
no (1140).jpg,notumor,2,D:\.FyP New Vesion\dataset\notumor\no (1140).jpg
pi (706).jpg,pituitary,3,D:\.FyP New Vesion\dataset\pituitary\pi (706).jpg
gl (947).jpg,glioma,0,D:\.FyP New Vesion\dataset\glioma\gl (947).jpg
pi (1169).jpg,pituitary,3,D:\.FyP New Vesion\dataset\pituitary\pi (1169).jpg
no (330).jpg,notumor,2,D:\.FyP New Vesion\dataset\notumor\no (330).jpg
no (418).jpg,notumor,2,D:\.FyP New Vesion\dataset\notumor\no (418).jpg
pi (537).jpg,pituitary,3,D:\.FyP New Vesion\dataset\pituitary\pi (537).jpg
no (708).jpg,notumor,2,D:\.FyP New Vesion\dataset\notumor\no (708).jpg
no (686).jpg,notumor,2,D:\.FyP New Vesion\dataset\notumor\no (686).jpg
pi (1267).jpg,pituitary,3,D:\.FyP New Vesion\dataset\pituitary\pi (1267).jpg
no (1106).jpg,notumor,2,D:\.FyP New Vesion\dataset\notumor\no (1106).jpg
gl (1088).jpg,glioma,0,D:\.FyP New Vesion\dataset\glioma\gl (1088).jpg
pi (100).jpg,pituitary,3,D:\.FyP New Vesion\dataset\pituitary\pi (100).jpg
gl (4).jpg,glioma,0,D:\.FyP New Vesion\dataset\glioma\gl (4).jpg
no (848).jpg,notumor,2,D:\.FyP New Vesion\dataset\notumor\no (848).jpg
gl (1432).jpg,glioma,0,D:\.FyP New Vesion\dataset\glioma\gl (1432).jpg
me (1414).jpg,meningioma,1,D:\.FyP New Vesion\dataset\meningioma\me (1414).jpg
me (607).jpg,meningioma,1,D:\.FyP New Vesion\dataset\meningioma\me (607).jpg
gl (911).jpg,glioma,0,D:\.FyP New Vesion\dataset\glioma\gl (911).jpg
no (1574).jpg,notumor,2,D:\.FyP New Vesion\dataset\notumor\no (1574).jpg
pi (198).jpg,pituitary,3,D:\.FyP New Vesion\dataset\pituitary\pi (198).jpg
pi (1566).jpg,pituitary,3,D:\.FyP New Vesion\dataset\pituitary\pi (1566).jpg
pi (860).jpg,pituitary,3,D:\.FyP New Vesion\dataset\pituitary\pi (860).jpg
pi (1044).jpg,pituitary,3,D:\.FyP New Vesion\dataset\pituitary\pi (1044).jpg
no (471).jpg,notumor,2,D:\.FyP New Vesion\dataset\notumor\no (471).jpg
pi (628).jpg,pituitary,3,D:\.FyP New Vesion\dataset\pituitary\pi (628).jpg
no (273).jpg,notumor,2,D:\.FyP New Vesion\dataset\notumor\no (273).jpg
no (1493).jpg,notumor,2,D:\.FyP New Vesion\dataset\notumor\no (1493).jpg
gl (653).jpg,glioma,0,D:\.FyP New Vesion\dataset\glioma\gl (653).jpg
gl (165).jpg,glioma,0,D:\.FyP New Vesion\dataset\glioma\gl (165).jpg
gl (669).jpg,glioma,0,D:\.FyP New Vesion\dataset\glioma\gl (669).jpg
no (192).jpg,notumor,2,D:\.FyP New Vesion\dataset\notumor\no (192).jpg
me (264).jpg,meningioma,1,D:\.FyP New Vesion\dataset\meningioma\me (264).jpg
me (168).jpg,meningioma,1,D:\.FyP New Vesion\dataset\meningioma\me (168).jpg
gl (1206).jpg,glioma,0,D:\.FyP New Vesion\dataset\glioma\gl (1206).jpg
no (203).jpg,notumor,2,D:\.FyP New Vesion\dataset\notumor\no (203).jpg
me (980).jpg,meningioma,1,D:\.FyP New Vesion\dataset\meningioma\me (980).jpg
me (433).jpg,meningioma,1,D:\.FyP New Vesion\dataset\meningioma\me (433).jpg
me (1541).jpg,meningioma,1,D:\.FyP New Vesion\dataset\meningioma\me (1541).jpg
no (944).jpg,notumor,2,D:\.FyP New Vesion\dataset\notumor\no (944).jpg
me (179).jpg,meningioma,1,D:\.FyP New Vesion\dataset\meningioma\me (179).jpg
me (1323).jpg,meningioma,1,D:\.FyP New Vesion\dataset\meningioma\me (1323).jpg
me (1179).jpg,meningioma,1,D:\.FyP New Vesion\dataset\meningioma\me (1179).jpg
no (1035).jpg,notumor,2,D:\.FyP New Vesion\dataset\notumor\no (1035).jpg
pi (232).jpg,pituitary,3,D:\.FyP New Vesion\dataset\pituitary\pi (232).jpg
pi (787).jpg,pituitary,3,D:\.FyP New Vesion\dataset\pituitary\pi (787).jpg
no (1459).jpg,notumor,2,D:\.FyP New Vesion\dataset\notumor\no (1459).jpg
no (811).jpg,notumor,2,D:\.FyP New Vesion\dataset\notumor\no (811).jpg
me (567).jpg,meningioma,1,D:\.FyP New Vesion\dataset\meningioma\me (567).jpg
pi (761).jpg,pituitary,3,D:\.FyP New Vesion\dataset\pituitary\pi (761).jpg
gl (774).jpg,glioma,0,D:\.FyP New Vesion\dataset\glioma\gl (774).jpg
me (1327).jpg,meningioma,1,D:\.FyP New Vesion\dataset\meningioma\me (1327).jpg
pi (1239).jpg,pituitary,3,D:\.FyP New Vesion\dataset\pituitary\pi (1239).jpg
no (814).jpg,notumor,2,D:\.FyP New Vesion\dataset\notumor\no (814).jpg
gl (1187).jpg,glioma,0,D:\.FyP New Vesion\dataset\glioma\gl (1187).jpg
no (1344).jpg,notumor,2,D:\.FyP New Vesion\dataset\notumor\no (1344).jpg
no (625).jpg,notumor,2,D:\.FyP New Vesion\dataset\notumor\no (625).jpg
me (371).jpg,meningioma,1,D:\.FyP New Vesion\dataset\meningioma\me (371).jpg
pi (1101).jpg,pituitary,3,D:\.FyP New Vesion\dataset\pituitary\pi (1101).jpg
no (1336).jpg,notumor,2,D:\.FyP New Vesion\dataset\notumor\no (1336).jpg
gl (272).jpg,glioma,0,D:\.FyP New Vesion\dataset\glioma\gl (272).jpg
me (1403).jpg,meningioma,1,D:\.FyP New Vesion\dataset\meningioma\me (1403).jpg
pi (1103).jpg,pituitary,3,D:\.FyP New Vesion\dataset\pituitary\pi (1103).jpg
me (251).jpg,meningioma,1,D:\.FyP New Vesion\dataset\meningioma\me (251).jpg
no (652).jpg,notumor,2,D:\.FyP New Vesion\dataset\notumor\no (652).jpg
me (83).jpg,meningioma,1,D:\.FyP New Vesion\dataset\meningioma\me (83).jpg
gl (1440).jpg,glioma,0,D:\.FyP New Vesion\dataset\glioma\gl (1440).jpg
me (491).jpg,meningioma,1,D:\.FyP New Vesion\dataset\meningioma\me (491).jpg
no (1464).jpg,notumor,2,D:\.FyP New Vesion\dataset\notumor\no (1464).jpg
pi (214).jpg,pituitary,3,D:\.FyP New Vesion\dataset\pituitary\pi (214).jpg
no (928).jpg,notumor,2,D:\.FyP New Vesion\dataset\notumor\no (928).jpg
me (562).jpg,meningioma,1,D:\.FyP New Vesion\dataset\meningioma\me (562).jpg
pi (225).jpg,pituitary,3,D:\.FyP New Vesion\dataset\pituitary\pi (225).jpg
pi (78).jpg,pituitary,3,D:\.FyP New Vesion\dataset\pituitary\pi (78).jpg
pi (172).jpg,pituitary,3,D:\.FyP New Vesion\dataset\pituitary\pi (172).jpg
me (35).jpg,meningioma,1,D:\.FyP New Vesion\dataset\meningioma\me (35).jpg
gl (100).jpg,glioma,0,D:\.FyP New Vesion\dataset\glioma\gl (100).jpg
pi (246).jpg,pituitary,3,D:\.FyP New Vesion\dataset\pituitary\pi (246).jpg
no (766).jpg,notumor,2,D:\.FyP New Vesion\dataset\notumor\no (766).jpg
no (1314).jpg,notumor,2,D:\.FyP New Vesion\dataset\notumor\no (1314).jpg
pi (459).jpg,pituitary,3,D:\.FyP New Vesion\dataset\pituitary\pi (459).jpg
me (1483).jpg,meningioma,1,D:\.FyP New Vesion\dataset\meningioma\me (1483).jpg
gl (152).jpg,glioma,0,D:\.FyP New Vesion\dataset\glioma\gl (152).jpg
no (1392).jpg,notumor,2,D:\.FyP New Vesion\dataset\notumor\no (1392).jpg
me (1504).jpg,meningioma,1,D:\.FyP New Vesion\dataset\meningioma\me (1504).jpg
pi (141).jpg,pituitary,3,D:\.FyP New Vesion\dataset\pituitary\pi (141).jpg
pi (311).jpg,pituitary,3,D:\.FyP New Vesion\dataset\pituitary\pi (311).jpg
gl (266).jpg,glioma,0,D:\.FyP New Vesion\dataset\glioma\gl (266).jpg
me (732).jpg,meningioma,1,D:\.FyP New Vesion\dataset\meningioma\me (732).jpg
gl (1541).jpg,glioma,0,D:\.FyP New Vesion\dataset\glioma\gl (1541).jpg
me (195).jpg,meningioma,1,D:\.FyP New Vesion\dataset\meningioma\me (195).jpg
me (713).jpg,meningioma,1,D:\.FyP New Vesion\dataset\meningioma\me (713).jpg
me (300).jpg,meningioma,1,D:\.FyP New Vesion\dataset\meningioma\me (300).jpg
gl (1007).jpg,glioma,0,D:\.FyP New Vesion\dataset\glioma\gl (1007).jpg
no (793).jpg,notumor,2,D:\.FyP New Vesion\dataset\notumor\no (793).jpg
pi (1053).jpg,pituitary,3,D:\.FyP New Vesion\dataset\pituitary\pi (1053).jpg
me (395).jpg,meningioma,1,D:\.FyP New Vesion\dataset\meningioma\me (395).jpg
gl (1414).jpg,glioma,0,D:\.FyP New Vesion\dataset\glioma\gl (1414).jpg
me (970).jpg,meningioma,1,D:\.FyP New Vesion\dataset\meningioma\me (970).jpg
gl (361).jpg,glioma,0,D:\.FyP New Vesion\dataset\glioma\gl (361).jpg
no (35).jpg,notumor,2,D:\.FyP New Vesion\dataset\notumor\no (35).jpg
no (1210).jpg,notumor,2,D:\.FyP New Vesion\dataset\notumor\no (1210).jpg
gl (995).jpg,glioma,0,D:\.FyP New Vesion\dataset\glioma\gl (995).jpg
pi (50).jpg,pituitary,3,D:\.FyP New Vesion\dataset\pituitary\pi (50).jpg
no (813).jpg,notumor,2,D:\.FyP New Vesion\dataset\notumor\no (813).jpg
gl (1294).jpg,glioma,0,D:\.FyP New Vesion\dataset\glioma\gl (1294).jpg
no (994).jpg,notumor,2,D:\.FyP New Vesion\dataset\notumor\no (994).jpg
me (620).jpg,meningioma,1,D:\.FyP New Vesion\dataset\meningioma\me (620).jpg
gl (665).jpg,glioma,0,D:\.FyP New Vesion\dataset\glioma\gl (665).jpg
pi (374).jpg,pituitary,3,D:\.FyP New Vesion\dataset\pituitary\pi (374).jpg
pi (883).jpg,pituitary,3,D:\.FyP New Vesion\dataset\pituitary\pi (883).jpg
no (567).jpg,notumor,2,D:\.FyP New Vesion\dataset\notumor\no (567).jpg
gl (702).jpg,glioma,0,D:\.FyP New Vesion\dataset\glioma\gl (702).jpg
no (1085).jpg,notumor,2,D:\.FyP New Vesion\dataset\notumor\no (1085).jpg
me (1397).jpg,meningioma,1,D:\.FyP New Vesion\dataset\meningioma\me (1397).jpg
no (1255).jpg,notumor,2,D:\.FyP New Vesion\dataset\notumor\no (1255).jpg
no (1021).jpg,notumor,2,D:\.FyP New Vesion\dataset\notumor\no (1021).jpg
gl (840).jpg,glioma,0,D:\.FyP New Vesion\dataset\glioma\gl (840).jpg
gl (303).jpg,glioma,0,D:\.FyP New Vesion\dataset\glioma\gl (303).jpg
no (493).jpg,notumor,2,D:\.FyP New Vesion\dataset\notumor\no (493).jpg
no (647).jpg,notumor,2,D:\.FyP New Vesion\dataset\notumor\no (647).jpg
pi (978).jpg,pituitary,3,D:\.FyP New Vesion\dataset\pituitary\pi (978).jpg
gl (824).jpg,glioma,0,D:\.FyP New Vesion\dataset\glioma\gl (824).jpg
me (1042).jpg,meningioma,1,D:\.FyP New Vesion\dataset\meningioma\me (1042).jpg
me (598).jpg,meningioma,1,D:\.FyP New Vesion\dataset\meningioma\me (598).jpg
pi (1410).jpg,pituitary,3,D:\.FyP New Vesion\dataset\pituitary\pi (1410).jpg
pi (1298).jpg,pituitary,3,D:\.FyP New Vesion\dataset\pituitary\pi (1298).jpg
me (1589).jpg,meningioma,1,D:\.FyP New Vesion\dataset\meningioma\me (1589).jpg
pi (1310).jpg,pituitary,3,D:\.FyP New Vesion\dataset\pituitary\pi (1310).jpg
me (508).jpg,meningioma,1,D:\.FyP New Vesion\dataset\meningioma\me (508).jpg
pi (1483).jpg,pituitary,3,D:\.FyP New Vesion\dataset\pituitary\pi (1483).jpg
gl (949).jpg,glioma,0,D:\.FyP New Vesion\dataset\glioma\gl (949).jpg
gl (181).jpg,glioma,0,D:\.FyP New Vesion\dataset\glioma\gl (181).jpg
me (843).jpg,meningioma,1,D:\.FyP New Vesion\dataset\meningioma\me (843).jpg
me (7).jpg,meningioma,1,D:\.FyP New Vesion\dataset\meningioma\me (7).jpg
me (1200).jpg,meningioma,1,D:\.FyP New Vesion\dataset\meningioma\me (1200).jpg
no (112).jpg,notumor,2,D:\.FyP New Vesion\dataset\notumor\no (112).jpg
pi (734).jpg,pituitary,3,D:\.FyP New Vesion\dataset\pituitary\pi (734).jpg
gl (858).jpg,glioma,0,D:\.FyP New Vesion\dataset\glioma\gl (858).jpg
gl (1312).jpg,glioma,0,D:\.FyP New Vesion\dataset\glioma\gl (1312).jpg
me (134).jpg,meningioma,1,D:\.FyP New Vesion\dataset\meningioma\me (134).jpg
gl (456).jpg,glioma,0,D:\.FyP New Vesion\dataset\glioma\gl (456).jpg
pi (631).jpg,pituitary,3,D:\.FyP New Vesion\dataset\pituitary\pi (631).jpg
gl (1101).jpg,glioma,0,D:\.FyP New Vesion\dataset\glioma\gl (1101).jpg
pi (915).jpg,pituitary,3,D:\.FyP New Vesion\dataset\pituitary\pi (915).jpg
pi (668).jpg,pituitary,3,D:\.FyP New Vesion\dataset\pituitary\pi (668).jpg
gl (530).jpg,glioma,0,D:\.FyP New Vesion\dataset\glioma\gl (530).jpg
no (1418).jpg,notumor,2,D:\.FyP New Vesion\dataset\notumor\no (1418).jpg
me (261).jpg,meningioma,1,D:\.FyP New Vesion\dataset\meningioma\me (261).jpg
me (794).jpg,meningioma,1,D:\.FyP New Vesion\dataset\meningioma\me (794).jpg
no (1302).jpg,notumor,2,D:\.FyP New Vesion\dataset\notumor\no (1302).jpg
gl (1248).jpg,glioma,0,D:\.FyP New Vesion\dataset\glioma\gl (1248).jpg
no (1444).jpg,notumor,2,D:\.FyP New Vesion\dataset\notumor\no (1444).jpg
gl (944).jpg,glioma,0,D:\.FyP New Vesion\dataset\glioma\gl (944).jpg
no (1039).jpg,notumor,2,D:\.FyP New Vesion\dataset\notumor\no (1039).jpg
no (383).jpg,notumor,2,D:\.FyP New Vesion\dataset\notumor\no (383).jpg
gl (161).jpg,glioma,0,D:\.FyP New Vesion\dataset\glioma\gl (161).jpg
gl (764).jpg,glioma,0,D:\.FyP New Vesion\dataset\glioma\gl (764).jpg
gl (129).jpg,glioma,0,D:\.FyP New Vesion\dataset\glioma\gl (129).jpg
me (957).jpg,meningioma,1,D:\.FyP New Vesion\dataset\meningioma\me (957).jpg
me (955).jpg,meningioma,1,D:\.FyP New Vesion\dataset\meningioma\me (955).jpg
no (710).jpg,notumor,2,D:\.FyP New Vesion\dataset\notumor\no (710).jpg
gl (169).jpg,glioma,0,D:\.FyP New Vesion\dataset\glioma\gl (169).jpg
no (1032).jpg,notumor,2,D:\.FyP New Vesion\dataset\notumor\no (1032).jpg
gl (1249).jpg,glioma,0,D:\.FyP New Vesion\dataset\glioma\gl (1249).jpg
me (530).jpg,meningioma,1,D:\.FyP New Vesion\dataset\meningioma\me (530).jpg
no (1053).jpg,notumor,2,D:\.FyP New Vesion\dataset\notumor\no (1053).jpg
pi (1594).jpg,pituitary,3,D:\.FyP New Vesion\dataset\pituitary\pi (1594).jpg
me (606).jpg,meningioma,1,D:\.FyP New Vesion\dataset\meningioma\me (606).jpg
no (789).jpg,notumor,2,D:\.FyP New Vesion\dataset\notumor\no (789).jpg
no (837).jpg,notumor,2,D:\.FyP New Vesion\dataset\notumor\no (837).jpg
no (1114).jpg,notumor,2,D:\.FyP New Vesion\dataset\notumor\no (1114).jpg
no (881).jpg,notumor,2,D:\.FyP New Vesion\dataset\notumor\no (881).jpg
pi (871).jpg,pituitary,3,D:\.FyP New Vesion\dataset\pituitary\pi (871).jpg
pi (63).jpg,pituitary,3,D:\.FyP New Vesion\dataset\pituitary\pi (63).jpg
no (1160).jpg,notumor,2,D:\.FyP New Vesion\dataset\notumor\no (1160).jpg
no (581).jpg,notumor,2,D:\.FyP New Vesion\dataset\notumor\no (581).jpg
gl (1250).jpg,glioma,0,D:\.FyP New Vesion\dataset\glioma\gl (1250).jpg
me (51).jpg,meningioma,1,D:\.FyP New Vesion\dataset\meningioma\me (51).jpg
pi (794).jpg,pituitary,3,D:\.FyP New Vesion\dataset\pituitary\pi (794).jpg
gl (1308).jpg,glioma,0,D:\.FyP New Vesion\dataset\glioma\gl (1308).jpg
me (793).jpg,meningioma,1,D:\.FyP New Vesion\dataset\meningioma\me (793).jpg
me (854).jpg,meningioma,1,D:\.FyP New Vesion\dataset\meningioma\me (854).jpg
me (522).jpg,meningioma,1,D:\.FyP New Vesion\dataset\meningioma\me (522).jpg
gl (1443).jpg,glioma,0,D:\.FyP New Vesion\dataset\glioma\gl (1443).jpg
me (1371).jpg,meningioma,1,D:\.FyP New Vesion\dataset\meningioma\me (1371).jpg
me (1028).jpg,meningioma,1,D:\.FyP New Vesion\dataset\meningioma\me (1028).jpg
me (1224).jpg,meningioma,1,D:\.FyP New Vesion\dataset\meningioma\me (1224).jpg
no (101).jpg,notumor,2,D:\.FyP New Vesion\dataset\notumor\no (101).jpg
pi (1420).jpg,pituitary,3,D:\.FyP New Vesion\dataset\pituitary\pi (1420).jpg
gl (1019).jpg,glioma,0,D:\.FyP New Vesion\dataset\glioma\gl (1019).jpg
pi (1199).jpg,pituitary,3,D:\.FyP New Vesion\dataset\pituitary\pi (1199).jpg
gl (99).jpg,glioma,0,D:\.FyP New Vesion\dataset\glioma\gl (99).jpg
pi (1292).jpg,pituitary,3,D:\.FyP New Vesion\dataset\pituitary\pi (1292).jpg
me (265).jpg,meningioma,1,D:\.FyP New Vesion\dataset\meningioma\me (265).jpg
no (95).jpg,notumor,2,D:\.FyP New Vesion\dataset\notumor\no (95).jpg
no (1113).jpg,notumor,2,D:\.FyP New Vesion\dataset\notumor\no (1113).jpg
pi (1418).jpg,pituitary,3,D:\.FyP New Vesion\dataset\pituitary\pi (1418).jpg
no (926).jpg,notumor,2,D:\.FyP New Vesion\dataset\notumor\no (926).jpg
pi (3).jpg,pituitary,3,D:\.FyP New Vesion\dataset\pituitary\pi (3).jpg
gl (1594).jpg,glioma,0,D:\.FyP New Vesion\dataset\glioma\gl (1594).jpg
no (1171).jpg,notumor,2,D:\.FyP New Vesion\dataset\notumor\no (1171).jpg
gl (336).jpg,glioma,0,D:\.FyP New Vesion\dataset\glioma\gl (336).jpg
gl (507).jpg,glioma,0,D:\.FyP New Vesion\dataset\glioma\gl (507).jpg
pi (1133).jpg,pituitary,3,D:\.FyP New Vesion\dataset\pituitary\pi (1133).jpg
no (704).jpg,notumor,2,D:\.FyP New Vesion\dataset\notumor\no (704).jpg
me (208).jpg,meningioma,1,D:\.FyP New Vesion\dataset\meningioma\me (208).jpg
pi (54).jpg,pituitary,3,D:\.FyP New Vesion\dataset\pituitary\pi (54).jpg
me (24).jpg,meningioma,1,D:\.FyP New Vesion\dataset\meningioma\me (24).jpg
me (391).jpg,meningioma,1,D:\.FyP New Vesion\dataset\meningioma\me (391).jpg
pi (394).jpg,pituitary,3,D:\.FyP New Vesion\dataset\pituitary\pi (394).jpg
no (90).jpg,notumor,2,D:\.FyP New Vesion\dataset\notumor\no (90).jpg
gl (1053).jpg,glioma,0,D:\.FyP New Vesion\dataset\glioma\gl (1053).jpg
pi (1249).jpg,pituitary,3,D:\.FyP New Vesion\dataset\pituitary\pi (1249).jpg
pi (1171).jpg,pituitary,3,D:\.FyP New Vesion\dataset\pituitary\pi (1171).jpg
gl (1273).jpg,glioma,0,D:\.FyP New Vesion\dataset\glioma\gl (1273).jpg
no (948).jpg,notumor,2,D:\.FyP New Vesion\dataset\notumor\no (948).jpg
me (1033).jpg,meningioma,1,D:\.FyP New Vesion\dataset\meningioma\me (1033).jpg
gl (711).jpg,glioma,0,D:\.FyP New Vesion\dataset\glioma\gl (711).jpg
gl (1380).jpg,glioma,0,D:\.FyP New Vesion\dataset\glioma\gl (1380).jpg
pi (1392).jpg,pituitary,3,D:\.FyP New Vesion\dataset\pituitary\pi (1392).jpg
gl (442).jpg,glioma,0,D:\.FyP New Vesion\dataset\glioma\gl (442).jpg
no (983).jpg,notumor,2,D:\.FyP New Vesion\dataset\notumor\no (983).jpg
me (1025).jpg,meningioma,1,D:\.FyP New Vesion\dataset\meningioma\me (1025).jpg
no (153).jpg,notumor,2,D:\.FyP New Vesion\dataset\notumor\no (153).jpg
no (1070).jpg,notumor,2,D:\.FyP New Vesion\dataset\notumor\no (1070).jpg
me (661).jpg,meningioma,1,D:\.FyP New Vesion\dataset\meningioma\me (661).jpg
me (280).jpg,meningioma,1,D:\.FyP New Vesion\dataset\meningioma\me (280).jpg
gl (860).jpg,glioma,0,D:\.FyP New Vesion\dataset\glioma\gl (860).jpg
gl (464).jpg,glioma,0,D:\.FyP New Vesion\dataset\glioma\gl (464).jpg
pi (331).jpg,pituitary,3,D:\.FyP New Vesion\dataset\pituitary\pi (331).jpg
me (228).jpg,meningioma,1,D:\.FyP New Vesion\dataset\meningioma\me (228).jpg
me (1398).jpg,meningioma,1,D:\.FyP New Vesion\dataset\meningioma\me (1398).jpg
me (973).jpg,meningioma,1,D:\.FyP New Vesion\dataset\meningioma\me (973).jpg
gl (535).jpg,glioma,0,D:\.FyP New Vesion\dataset\glioma\gl (535).jpg
me (602).jpg,meningioma,1,D:\.FyP New Vesion\dataset\meningioma\me (602).jpg
no (426).jpg,notumor,2,D:\.FyP New Vesion\dataset\notumor\no (426).jpg
me (1039).jpg,meningioma,1,D:\.FyP New Vesion\dataset\meningioma\me (1039).jpg
gl (1328).jpg,glioma,0,D:\.FyP New Vesion\dataset\glioma\gl (1328).jpg
gl (1451).jpg,glioma,0,D:\.FyP New Vesion\dataset\glioma\gl (1451).jpg
gl (315).jpg,glioma,0,D:\.FyP New Vesion\dataset\glioma\gl (315).jpg
gl (312).jpg,glioma,0,D:\.FyP New Vesion\dataset\glioma\gl (312).jpg
pi (380).jpg,pituitary,3,D:\.FyP New Vesion\dataset\pituitary\pi (380).jpg
pi (85).jpg,pituitary,3,D:\.FyP New Vesion\dataset\pituitary\pi (85).jpg
no (315).jpg,notumor,2,D:\.FyP New Vesion\dataset\notumor\no (315).jpg
no (497).jpg,notumor,2,D:\.FyP New Vesion\dataset\notumor\no (497).jpg
no (249).jpg,notumor,2,D:\.FyP New Vesion\dataset\notumor\no (249).jpg
no (1339).jpg,notumor,2,D:\.FyP New Vesion\dataset\notumor\no (1339).jpg
pi (1325).jpg,pituitary,3,D:\.FyP New Vesion\dataset\pituitary\pi (1325).jpg
me (313).jpg,meningioma,1,D:\.FyP New Vesion\dataset\meningioma\me (313).jpg
gl (659).jpg,glioma,0,D:\.FyP New Vesion\dataset\glioma\gl (659).jpg
gl (1150).jpg,glioma,0,D:\.FyP New Vesion\dataset\glioma\gl (1150).jpg
no (227).jpg,notumor,2,D:\.FyP New Vesion\dataset\notumor\no (227).jpg
no (1546).jpg,notumor,2,D:\.FyP New Vesion\dataset\notumor\no (1546).jpg
no (1405).jpg,notumor,2,D:\.FyP New Vesion\dataset\notumor\no (1405).jpg
no (1062).jpg,notumor,2,D:\.FyP New Vesion\dataset\notumor\no (1062).jpg
me (932).jpg,meningioma,1,D:\.FyP New Vesion\dataset\meningioma\me (932).jpg
no (1505).jpg,notumor,2,D:\.FyP New Vesion\dataset\notumor\no (1505).jpg
gl (1495).jpg,glioma,0,D:\.FyP New Vesion\dataset\glioma\gl (1495).jpg
gl (1533).jpg,glioma,0,D:\.FyP New Vesion\dataset\glioma\gl (1533).jpg
me (1417).jpg,meningioma,1,D:\.FyP New Vesion\dataset\meningioma\me (1417).jpg
pi (638).jpg,pituitary,3,D:\.FyP New Vesion\dataset\pituitary\pi (638).jpg
no (1553).jpg,notumor,2,D:\.FyP New Vesion\dataset\notumor\no (1553).jpg
gl (876).jpg,glioma,0,D:\.FyP New Vesion\dataset\glioma\gl (876).jpg
pi (806).jpg,pituitary,3,D:\.FyP New Vesion\dataset\pituitary\pi (806).jpg
pi (1369).jpg,pituitary,3,D:\.FyP New Vesion\dataset\pituitary\pi (1369).jpg
gl (2).jpg,glioma,0,D:\.FyP New Vesion\dataset\glioma\gl (2).jpg
pi (357).jpg,pituitary,3,D:\.FyP New Vesion\dataset\pituitary\pi (357).jpg
no (743).jpg,notumor,2,D:\.FyP New Vesion\dataset\notumor\no (743).jpg
me (920).jpg,meningioma,1,D:\.FyP New Vesion\dataset\meningioma\me (920).jpg
me (1484).jpg,meningioma,1,D:\.FyP New Vesion\dataset\meningioma\me (1484).jpg
